99,Apartment,Phase 3,Blk 17,Lot 26a,30/11/2022,01/05/1997,Faye Calhoun,26/02/2017,14.36476,120.90867
100,Apartment,Phase 3,Blk 17,Lot 26b,30/11/2022,02/07/2009,Janna Cooke,24/05/2017,14.36476,120.90867
101,Apartment,Phase 3,Blk 17,Lot 26c,30/11/2022,14/03/2004,Teodoro Mcdowell,15/03/2004,14.36476,120.90867
102,Apartment,Phase 3,Blk 17,Lot 26d,30/11/2022,27/02/1997,Britney Best,17/05/2020,14.36476,120.90867
103,Apartment,Phase 3,Blk 17,Lot 28a,30/11/2022,16/05/2002,Hester Solis,03/08/2014,14.36477,120.90868
104,Apartment,Phase 3,Blk 17,Lot 28b,30/11/2022,23/09/1990,Cassie Carney,26/10/2004,14.36477,120.90868
105,Apartment,Phase 3,Blk 17,Lot 28c,30/11/2022,22/04/1991,Angelita Archer,07/02/2007,14.36477,120.90868
106,Apartment,Phase 3,Blk 17,Lot 28d,30/11/2022,19/11/1994,Maude Keith,16/03/1995,14.36477,120.90868
107,Apartment,Phase 3,Blk 17,Lot 30a,30/11/2022,26/03/1998,Maureen Dean,10/08/2020,14.36477,120.90869
108,Apartment,Phase 3,Blk 17,Lot 30b,30/11/2022,06/12/2012,Theo Moore,29/01/2022,14.36477,120.90869
109,Apartment,Phase 3,Blk 17,Lot 30c,30/11/2022,06/12/2021,Marina Boone,19/09/2022,14.36477,120.90869
110,Apartment,Phase 3,Blk 17,Lot 30d,30/11/2022,07/11/2003,Sheryl Wang,05/09/2021,14.36477,120.90869
111,Apartment,Phase 3,Blk 17,Lot 32a,30/11/2022,27/06/2017,Shanna Lozano,30/08/2018,14.36478,120.9087
112,Apartment,Phase 3,Blk 17,Lot 32b,30/11/2022,19/07/1994,Angelique Fitzpatrick,14/03/2003,14.36478,120.9087
113,Apartment,Phase 3,Blk 17,Lot 32c,30/11/2022,26/10/2013,Fermin Rodriguez,14/10/2020,14.36478,120.9087
114,Apartment,Phase 3,Blk 17,Lot 32d,30/11/2022,02/06/2021,Bert Cline,14/02/2022,14.36478,120.9087
115,Apartment,Phase 3,Blk 17,Lot 34a,30/11/2022,03/03/2005,Benita Wiggins,26/07/2005,14.36479,120.90871
116,Apartment,Phase 3,Blk 17,Lot 34b,30/11/2022,01/02/2019,Horacio Baird,16/12/2019,14.36479,120.90871
117,Apartment,Phase 3,Blk 17,Lot 34c,30/11/2022,28/11/2009,Thomas Waters,05/11/2018,14.36479,120.90871
118,Apartment,Phase 3,Blk 17,Lot 34d,30/11/2022,27/11/2016,Lela Malone,12/08/2021,14.36479,120.90871
119,Apartment,Phase 3,Blk 17,Lot 36a,30/11/2022,13/10/2013,Elmo Cooper,27/10/2013,14.36479,120.90872
120,Apartment,Phase 3,Blk 17,Lot 36b,30/11/2022,01/07/2016,Katherine Knox,20/07/2019,14.36479,120.90872
121,Apartment,Phase 3,Blk 17,Lot 36c,30/11/2022,28/03/2002,Mckinley Mooney,14/04/2016,14.36479,120.90872
122,Apartment,Phase 3,Blk 17,Lot 36d,30/11/2022,18/07/2015,Basil Harrell,27/07/2021,14.36479,120.90872
123,Apartment,Phase 3,Blk 17,Lot 38a,30/11/2022,29/04/2019,Beverly Novak,30/10/2022,14.36481,120.90873
124,Apartment,Phase 3,Blk 17,Lot 38b,30/11/2022,02/07/2000,Chet Bernard,19/12/2021,14.36481,120.90873
125,Apartment,Phase 3,Blk 17,Lot 38c,30/11/2022,11/10/2020,Della Valenzuela,06/03/2021,14.36481,120.90873
126,Apartment,Phase 3,Blk 17,Lot 38d,30/11/2022,11/05/2002,Fannie Miles,02/09/2009,14.36481,120.90873
127,Apartment,Phase 3,Blk 17,Lot 40a,30/11/2022,25/08/2006,Asa York,14/09/2022,14.36481,120.90874
128,Apartment,Phase 3,Blk 17,Lot 40b,30/11/2022,20/10/2005,Jimmie Jackson,22/07/2021,14.36481,120.90874
129,Apartment,Phase 3,Blk 17,Lot 40c,30/11/2022,17/08/1999,Corinne Carter,23/08/2015,14.36481,120.90874
130,Apartment,Phase 3,Blk 17,Lot 40d,30/11/2022,30/03/2015,Son Porter,02/11/2019,14.36481,120.90874
131,Apartment,Phase 3,Blk 17,Lot 42a,30/11/2022,19/10/2020,Kerry Bryant,29/03/2021,14.36482,120.90875
132,Apartment,Phase 3,Blk 17,Lot 42b,30/11/2022,24/10/2020,Chasity Wilkinson,24/07/2022,14.36482,120.90875
133,Apartment,Phase 3,Blk 17,Lot 42c,30/11/2022,03/10/1994,Dirk Bridges,30/10/1996,14.36482,120.90875
134,Apartment,Phase 3,Blk 17,Lot 42d,30/11/2022,23/04/1991,Porfirio Terry,04/01/1998,14.36482,120.90875
135,Apartment,Phase 3,Blk 17,Lot 44a,30/11/2022,17/04/2016,Jan Hendrix,09/01/2017,14.36483,120.90876
136,Apartment,Phase 3,Blk 17,Lot 44b,30/11/2022,07/06/2012,Hosea Cole,16/01/2014,14.36483,120.90876
137,Apartment,Phase 3,Blk 17,Lot 44c,30/11/2022,28/04/1991,Williams Mcdonald,13/07/1991,14.36483,120.90876
138,Apartment,Phase 3,Blk 17,Lot 44d,30/11/2022,30/05/2008,Helen Conley,04/06/2019,14.36483,120.90876
139,Apartment,Phase 3,Blk 17,Lot 46a,30/11/2022,30/12/2021,Darren Larsen,12/10/2022,14.36483,120.90877
140,Apartment,Phase 3,Blk 17,Lot 46b,30/11/2022,26/10/2004,Bobbie Salas,11/09/2010,14.36483,120.90877
141,Apartment,Phase 3,Blk 17,Lot 46c,30/11/2022,18/03/2015,Gilberto Lopez,28/10/2022,14.36483,120.90877
142,Apartment,Phase 3,Blk 17,Lot 46d,30/11/2022,20/02/1990,Eula Mcgrath,07/09/2005,14.36483,120.90877
143,Apartment,Phase 3,Blk 17,Lot 48a,30/11/2022,22/10/2020,Rick Hunt,22/02/2021,14.36483,120.90878
144,Apartment,Phase 3,Blk 17,Lot 48b,30/11/2022,27/06/2014,Rene Ali,03/03/2017,14.36483,120.90878
145,Apartment,Phase 3,Blk 17,Lot 48c,30/11/2022,22/11/2020,Dena Li,02/09/2022,14.36483,120.90878
146,Apartment,Phase 3,Blk 17,Lot 48d,30/11/2022,10/06/1995,Cyrus Washington,20/01/1997,14.36483,120.90878
147,Apartment,Phase 3,Blk 17,Lot 50a,30/11/2022,27/09/1990,Lorene Bowers,03/03/2010,14.36485,120.90878
148,Apartment,Phase 3,Blk 17,Lot 50b,30/11/2022,03/10/2007,Levi Huber,16/06/2008,14.36485,120.90878
149,Apartment,Phase 3,Blk 17,Lot 50c,30/11/2022,19/03/1998,Leroy Barry,14/09/2019,14.36485,120.90878
150,Apartment,Phase 3,Blk 17,Lot 50d,30/11/2022,21/01/2011,Kelvin Colon,26/10/2022,14.36485,120.90878
151,Lawn Lot,Phase 3,Blk 01,Lot 1,30/11/2022,09/08/2020,Veronica Short,31/12/2021,14.3646,120.90867
152,Lawn Lot,Phase 3,Blk 01,Lot 2,30/11/2022,27/06/2019,Clare Clay,14/12/2021,14.36459,120.90868
153,Lawn Lot,Phase 3,Blk 01,Lot 3,30/11/2022,24/07/2020,Courtney Drake,29/06/2021,14.36458,120.90869
154,Lawn Lot,Phase 3,Blk 01,Lot 4,30/11/2022,11/01/2008,Kerri Higgins,20/10/2019,14.36457,120.9087
155,Lawn Lot,Phase 3,Blk 01,Lot 5,30/11/2022,11/11/2010,Sue Skinner,27/07/2017,14.36456,120.90871
156,Lawn Lot,Phase 3,Blk 02,Lot 1,30/11/2022,23/04/1999,Deangelo Pierce,08/06/2007,14.36462,120.90869
157,Lawn Lot,Phase 3,Blk 02,Lot 2,30/11/2022,18/06/1999,Marci Madden,26/02/2005,14.36461,120.90869
158,Lawn Lot,Phase 3,Blk 02,Lot 3,30/11/2022,18/02/1990,Fabian Leach,05/05/2000,14.36461,120.9087
159,Lawn Lot,Phase 3,Blk 02,Lot 4,30/11/2022,15/10/1991,Jerold Mclean,18/01/2007,14.3646,120.90871
160,Lawn Lot,Phase 3,Blk 02,Lot 5,30/11/2022,28/01/2002,Miranda Martin,26/10/2015,14.3646,120.90872
161,Lawn Lot,Phase 3,Blk 02,Lot 6,30/11/2022,29/05/2009,Lyman Howell,06/09/2012,14.36459,120.90872
162,Lawn Lot,Phase 3,Blk 02,Lot 7,30/11/2022,05/11/2007,Nanette Vincent,17/10/2014,14.36458,120.90873
163,Lawn Lot,Phase 3,Blk 02,Lot 8,30/11/2022,31/05/1993,Addie Murray,18/11/2017,14.36457,120.90874
164,Lawn Lot,Phase 3,Blk 02,Lot 9,30/11/2022,10/09/1999,Jess Dickson,16/11/2004,14.36456,120.90875
165,Lawn Lot,Phase 3,Blk 02,Lot 10,30/11/2022,16/12/2007,Katheryn Oliver,24/06/2019,14.36455,120.90876
166,Lawn Lot,Phase 3,Blk 03,Lot 1,30/11/2022,19/08/2007,Hobert Stark,16/06/2008,14.36463,120.9087
167,Lawn Lot,Phase 3,Blk 03,Lot 2,30/11/2022,05/10/2017,Chasity Cochran,16/06/2019,14.36463,120.90871
168,Lawn Lot,Phase 3,Blk 03,Lot 3,30/11/2022,29/08/1996,Candice Pruitt,22/07/2017,14.36462,120.90871
169,Lawn Lot,Phase 3,Blk 03,Lot 4,30/11/2022,13/01/2002,Wiley Morrison,17/06/2017,14.36462,120.90872
170,Lawn Lot,Phase 3,Blk 03,Lot 5,30/11/2022,10/03/2019,Ginger Chapman,19/09/2019,14.36461,120.90872
171,Lawn Lot,Phase 3,Blk 03,Lot 6,30/11/2022,23/08/2020,Melisa Saunders,18/04/2022,14.3646,120.90873
172,Lawn Lot,Phase 3,Blk 03,Lot 7,30/11/2022,24/01/2004,Carroll Johns,20/02/2016,14.3646,120.90874
173,Lawn Lot,Phase 3,Blk 03,Lot 8,30/11/2022,05/05/2017,Randall Savage,09/03/2018,14.36459,120.90874
174,Lawn Lot,Phase 3,Blk 03,Lot 9,30/11/2022,10/10/2019,Mac Oconnor,29/06/2020,14.36459,120.90875
175,Lawn Lot,Phase 3,Blk 03,Lot 10,30/11/2022,22/06/2014,Chet Mack,10/08/2018,14.36458,120.90875
176,Lawn Lot,Phase 3,Blk 03,Lot 11,30/11/2022,05/03/1990,Jeromy Brock,02/08/2018,14.36458,120.90876
177,Lawn Lot,Phase 3,Blk 03,Lot 12,30/11/2022,13/10/1992,Otto Peters,03/09/1995,14.36457,120.90876
178,Lawn Lot,Phase 3,Blk 03,Lot 13,30/11/2022,08/12/1992,Abraham Sanford,04/07/2004,14.36456,120.90877
179,Lawn Lot,Phase 3,Blk 03,Lot 14,30/11/2022,14/04/1990,Dirk Francis,05/03/1997,14.36456,120.90878
180,Lawn Lot,Phase 3,Blk 03,Lot 15,30/11/2022,07/11/2008,Janie Ford,29/03/2020,14.36455,120.90878
181,Lawn Lot,Phase 3,Blk 04,Lot 1,30/11/2022,06/04/2015,Adam Proctor,29/08/2020,14.36464,120.90871
182,Lawn Lot,Phase 3,Blk 04,Lot 2,30/11/2022,15/05/1995,Lawrence Barker,30/09/2019,14.36464,120.90872
183,Lawn Lot,Phase 3,Blk 04,Lot 3,30/11/2022,31/07/1998,Josiah Perry,04/11/2012,14.36463,120.90872
184,Lawn Lot,Phase 3,Blk 04,Lot 4,30/11/2022,20/12/2021,Mason Allen,12/01/2022,14.36463,120.90873
185,Lawn Lot,Phase 3,Blk 04,Lot 5,30/11/2022,01/10/2014,Karina Stokes,13/04/2017,14.36462,120.90873
186,Lawn Lot,Phase 3,Blk 04,Lot 6,30/11/2022,24/04/1993,Curt Watkins,14/05/1998,14.36462,120.90874
187,Lawn Lot,Phase 3,Blk 04,Lot 7,30/11/2022,04/10/2016,Stacie Newton,11/02/2022,14.36461,120.90874
188,Lawn Lot,Phase 3,Blk 04,Lot 8,30/11/2022,08/05/2001,Tanisha Mora,30/05/2018,14.36461,120.90875
189,Lawn Lot,Phase 3,Blk 04,Lot 9,30/11/2022,04/01/2001,Susanna Doyle,11/01/2009,14.3646,120.90875
190,Lawn Lot,Phase 3,Blk 04,Lot 10,30/11/2022,05/03/2006,Susana Boyer,04/06/2010,14.3646,120.90876
191,Lawn Lot,Phase 3,Blk 04,Lot 11,30/11/2022,22/07/1992,Lindsay Zuniga,19/09/2016,14.36459,120.90877
192,Lawn Lot,Phase 3,Blk 04,Lot 12,30/11/2022,04/10/2019,Marisa Frey,23/02/2020,14.36459,120.90878
193,Lawn Lot,Phase 3,Blk 04,Lot 13,30/11/2022,15/02/2007,Maura Bailey,26/03/2010,14.36458,120.90878
194,Lawn Lot,Phase 3,Blk 04,Lot 14,30/11/2022,29/11/1998,Sherman Stuart,08/06/2010,14.36458,120.90879
195,Lawn Lot,Phase 3,Blk 04,Lot 15,30/11/2022,27/05/1993,Rodney Navarro,18/01/2007,14.36457,120.90879
196,Lawn Lot,Phase 3,Blk 04,Lot 16,30/11/2022,05/03/2021,Raquel Tyler,12/03/2022,14.36457,120.9088
197,Lawn Lot,Phase 3,Blk 04,Lot 17,30/11/2022,23/01/2008,Lesa Mcclure,21/06/2018,14.36456,120.9088
198,Lawn Lot,Phase 3,Blk 04,Lot 18,30/11/2022,20/01/2005,Sarah Aguirre,17/06/2022,14.36455,120.9088
199,Lawn Lot,Phase 3,Blk 04,Lot 19,30/11/2022,23/08/2003,Aldo Romero,12/02/2011,14.36455,120.90881
200,Lawn Lot,Phase 3,Blk 08,Lot 1,30/11/2022,28/11/2011,Lowell Harrell,15/01/2012,14.36474,120.90884
201,Lawn Lot,Phase 3,Blk 08,Lot 2,30/11/2022,25/07/1996,Tracy Jacobs,24/06/2000,14.36474,120.90885
202,Lawn Lot,Phase 3,Blk 08,Lot 3,30/11/2022,15/08/1991,Burt Townsend,10/05/2020,14.36473,120.90886
203,Lawn Lot,Phase 3,Blk 08,Lot 4,30/11/2022,04/01/2008,Alexis Mckenzie,25/09/2017,14.36473,120.90887
204,Lawn Lot,Phase 3,Blk 08,Lot 5,30/11/2022,17/06/2021,Betty Frank,18/07/2021,14.36472,120.90888
205,Lawn Lot,Phase 3,Blk 08,Lot 6,30/11/2022,07/03/2013,Alta Mccarty,25/11/2013,14.36472,120.90889
206,Lawn Lot,Phase 3,Blk 08,Lot 7,30/11/2022,25/10/2008,Carmella Hicks,02/12/2016,14.36471,120.90889
207,Lawn Lot,Phase 3,Blk 08,Lot 8,30/11/2022,21/01/2002,Christine Woods,01/07/2006,14.36471,120.9089
208,Lawn Lot,Phase 3,Blk 08,Lot 9,30/11/2022,01/10/2020,Sherwood Flynn,08/10/2021,14.3647,120.9089
209,Lawn Lot,Phase 3,Blk 08,Lot 10,30/11/2022,04/10/2001,Angeline Doyle,06/11/2012,14.3647,120.90891
210,Lawn Lot,Phase 3,Blk 08,Lot 11,30/11/2022,25/01/2008,Mac Pineda,12/12/2014,14.3647,120.90892
211,Lawn Lot,Phase 3,Blk 08,Lot 12,30/11/2022,02/01/1991,Wesley Novak,12/07/1999,14.36469,120.90892
